1 download 101202
1 download 159335
1 download 29893
1 download 30633
1 download 31343
1 download 38594
1 download 53352
1 download 598118
1 testset 30942
1 testset 611608
1 testset 79191
2 taste_buddy 00721 2.000000
2 taste_buddy 00320 2.000000
2 taste_buddy 00283 2.000000
2 taste_buddy 00961 1.000000
2 taste_buddy 00945 1.000000
2 taste_buddy 00860 1.000000
2 taste_buddy 00374 1.000000
2 taste_buddy 00437 1.000000
2 taste_buddy 00548 1.000000
2 taste_buddy 00887 1.000000
2 taste_buddy 00768 1.000000
2 taste_buddy 00076 1.000000
2 taste_buddy 00765 1.000000
2 taste_buddy 00455 1.000000
2 taste_buddy 00034 1.000000
2 taste_buddy 00913 1.000000
2 taste_buddy 00322 1.000000
2 taste_buddy 00323 1.000000
2 taste_buddy 00427 1.000000
2 taste_buddy 00930 1.000000
2 taste_buddy 00915 1.000000
2 taste_buddy 00141 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00468 1.000000
2 taste_buddy 00632 1.000000
2 taste_buddy 00999 1.000000
2 taste_buddy 00305 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00024 1.000000
2 taste_buddy 00163 1.000000
2 taste_buddy 00043 1.000000
2 taste_buddy 00227 1.000000
