1 download 103462
1 download 129188
1 download 131623
1 download 168336
1 download 212169
1 download 259009
1 download 2636
1 download 29618
1 download 315399
1 download 319522
1 download 347067
1 download 371042
1 download 373260
1 download 37961
1 download 396716
1 download 403827
1 download 64395
1 download 89399
1 testset 144234
1 testset 160382
1 testset 345203
1 testset 407145
1 testset 5882
2 taste_buddy 00674 3.000000
2 taste_buddy 00763 2.000000
2 taste_buddy 00373 2.000000
2 taste_buddy 00211 2.000000
2 taste_buddy 00364 2.000000
2 taste_buddy 00498 1.000000
2 taste_buddy 00970 1.000000
2 taste_buddy 00866 1.000000
2 taste_buddy 00064 1.000000
2 taste_buddy 00946 1.000000
2 taste_buddy 00453 1.000000
2 taste_buddy 00351 1.000000
2 taste_buddy 00357 1.000000
2 taste_buddy 00688 1.000000
2 taste_buddy 00417 1.000000
2 taste_buddy 00379 1.000000
2 taste_buddy 00804 1.000000
2 taste_buddy 00377 1.000000
2 taste_buddy 00830 1.000000
2 taste_buddy 00924 1.000000
2 taste_buddy 00686 1.000000
2 taste_buddy 00510 1.000000
2 taste_buddy 00887 1.000000
2 taste_buddy 00925 1.000000
2 taste_buddy 00881 1.000000
2 taste_buddy 00989 1.000000
2 taste_buddy 00883 1.000000
2 taste_buddy 00387 1.000000
2 taste_buddy 00332 1.000000
2 taste_buddy 00662 1.000000
2 taste_buddy 00981 1.000000
2 taste_buddy 00335 1.000000
2 taste_buddy 00554 1.000000
2 taste_buddy 00612 1.000000
2 taste_buddy 00014 1.000000
2 taste_buddy 00258 1.000000
2 taste_buddy 00941 1.000000
2 taste_buddy 00232 1.000000
2 taste_buddy 00297 1.000000
2 taste_buddy 00637 1.000000
2 taste_buddy 00835 1.000000
2 taste_buddy 00696 1.000000
2 taste_buddy 00856 1.000000
2 taste_buddy 00198 1.000000
2 taste_buddy 00976 1.000000
2 taste_buddy 00871 1.000000
2 taste_buddy 00858 1.000000
2 taste_buddy 00392 1.000000
2 taste_buddy 00205 1.000000
2 taste_buddy 00687 1.000000
2 taste_buddy 00875 1.000000
2 taste_buddy 00583 1.000000
2 taste_buddy 00480 1.000000
2 taste_buddy 00362 1.000000
2 taste_buddy 00503 1.000000
2 taste_buddy 00916 1.000000
2 taste_buddy 00769 1.000000
2 taste_buddy 00992 1.000000
2 taste_buddy 00469 1.000000
2 taste_buddy 00468 1.000000
2 taste_buddy 00632 1.000000
2 taste_buddy 00088 1.000000
2 taste_buddy 00630 1.000000
2 taste_buddy 00309 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00147 1.000000
2 taste_buddy 00442 1.000000
2 taste_buddy 00386 1.000000
2 taste_buddy 00488 1.000000
2 taste_buddy 00880 1.000000
2 taste_buddy 00918 1.000000
2 taste_buddy 00109 1.000000
2 taste_buddy 00192 1.000000
2 taste_buddy 00040 1.000000
2 taste_buddy 00691 1.000000
2 taste_buddy 00596 1.000000
2 taste_buddy 00389 1.000000
