1 download 107394
1 download 12784
1 download 22212
1 download 272319
1 download 30113
1 download 340281
1 download 343069
1 download 351779
1 download 371631
1 download 390205
1 download 390662
1 download 39073
1 download 396861
1 download 399866
1 download 40867
1 download 40941
1 download 51947
1 download 65106
1 download 7009
1 download 74703
1 testset 269684
1 testset 300671
1 testset 30203
1 testset 375418
1 testset 50168
2 taste_buddy 00903 3.000000
2 taste_buddy 00553 2.000000
2 taste_buddy 00888 2.000000
2 taste_buddy 00953 2.000000
2 taste_buddy 00875 2.000000
2 taste_buddy 00699 2.000000
2 taste_buddy 00340 2.000000
2 taste_buddy 00444 2.000000
2 taste_buddy 00905 1.000000
2 taste_buddy 00786 1.000000
2 taste_buddy 00901 1.000000
2 taste_buddy 00715 1.000000
2 taste_buddy 00946 1.000000
2 taste_buddy 00350 1.000000
2 taste_buddy 00828 1.000000
2 taste_buddy 00472 1.000000
2 taste_buddy 00418 1.000000
2 taste_buddy 00820 1.000000
2 taste_buddy 00827 1.000000
2 taste_buddy 00602 1.000000
2 taste_buddy 00919 1.000000
2 taste_buddy 00769 1.000000
2 taste_buddy 00604 1.000000
2 taste_buddy 00457 1.000000
2 taste_buddy 00450 1.000000
2 taste_buddy 00135 1.000000
2 taste_buddy 00117 1.000000
2 taste_buddy 00115 1.000000
2 taste_buddy 00978 1.000000
2 taste_buddy 00272 1.000000
2 taste_buddy 00850 1.000000
2 taste_buddy 00956 1.000000
2 taste_buddy 00872 1.000000
2 taste_buddy 00342 1.000000
2 taste_buddy 00939 1.000000
2 taste_buddy 00913 1.000000
2 taste_buddy 00607 1.000000
2 taste_buddy 00812 1.000000
2 taste_buddy 00719 1.000000
2 taste_buddy 00637 1.000000
2 taste_buddy 00061 1.000000
2 taste_buddy 00994 1.000000
2 taste_buddy 00566 1.000000
2 taste_buddy 00403 1.000000
2 taste_buddy 00631 1.000000
2 taste_buddy 00081 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00652 1.000000
2 taste_buddy 00049 1.000000
2 taste_buddy 00661 1.000000
2 taste_buddy 00723 1.000000
2 taste_buddy 00726 1.000000
2 taste_buddy 00225 1.000000
2 taste_buddy 00484 1.000000
2 taste_buddy 00486 1.000000
