1 download 109447
1 download 123560
1 download 174481
1 download 23864
1 download 284365
1 download 31140
1 download 32799
1 download 41433
1 download 48091
1 download 57560
1 download 587470
1 download 62304
1 download 67465
1 download 70420
1 download 73911
1 download 74292
1 download 77654
1 download 96079
1 download 97817
1 download 98086
1 testset 120571
1 testset 32253
1 testset 34016
1 testset 39021
1 testset 48238
1 testset 85488
2 taste_buddy 00783 1.000000
2 taste_buddy 00960 1.000000
2 taste_buddy 00429 1.000000
2 taste_buddy 00610 1.000000
2 taste_buddy 00789 1.000000
2 taste_buddy 00413 1.000000
2 taste_buddy 00352 1.000000
2 taste_buddy 00822 1.000000
2 taste_buddy 00377 1.000000
2 taste_buddy 00431 1.000000
2 taste_buddy 00511 1.000000
2 taste_buddy 00550 1.000000
2 taste_buddy 00092 1.000000
2 taste_buddy 00981 1.000000
2 taste_buddy 00572 1.000000
2 taste_buddy 00131 1.000000
2 taste_buddy 00256 1.000000
2 taste_buddy 00252 1.000000
2 taste_buddy 00851 1.000000
2 taste_buddy 00833 1.000000
2 taste_buddy 00522 1.000000
2 taste_buddy 00177 1.000000
2 taste_buddy 00731 1.000000
2 taste_buddy 00913 1.000000
2 taste_buddy 00420 1.000000
2 taste_buddy 00754 1.000000
2 taste_buddy 00990 1.000000
2 taste_buddy 00569 1.000000
2 taste_buddy 00307 1.000000
2 taste_buddy 00542 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00127 1.000000
2 taste_buddy 00247 1.000000
2 taste_buddy 00026 1.000000
2 taste_buddy 00003 1.000000
2 taste_buddy 00244 1.000000
2 taste_buddy 00480 1.000000
2 taste_buddy 00710 1.000000
