1 download 43442
1 download 462317
1 download 474882
1 download 475633
1 download 483684
1 download 484176
1 download 486423
1 download 74656
1 testset 458940
1 testset 474809
2 taste_buddy 00035 2.000000
2 taste_buddy 00634 1.000000
2 taste_buddy 00293 1.000000
2 taste_buddy 00588 1.000000
2 taste_buddy 00707 1.000000
2 taste_buddy 00766 1.000000
2 taste_buddy 00336 1.000000
2 taste_buddy 00313 1.000000
2 taste_buddy 00875 1.000000
2 taste_buddy 00439 1.000000
2 taste_buddy 00047 1.000000
2 taste_buddy 00289 1.000000
2 taste_buddy 00011 1.000000
2 taste_buddy 00051 1.000000
2 taste_buddy 00931 1.000000
2 taste_buddy 00435 1.000000
2 taste_buddy 00825 1.000000
