1 download 140613
1 download 144134
1 download 185858
1 download 190561
1 download 198992
1 download 209383
1 download 281515
1 download 29299
1 download 29316
1 download 35826
1 download 424516
1 download 62605
1 download 78989
1 download 89774
1 testset 104400
1 testset 32156
1 testset 50713
1 testset 87877
2 taste_buddy 00157 2.000000
2 taste_buddy 00917 2.000000
2 taste_buddy 00268 2.000000
2 taste_buddy 00565 1.000000
2 taste_buddy 00844 1.000000
2 taste_buddy 00127 1.000000
2 taste_buddy 00860 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00611 1.000000
2 taste_buddy 00600 1.000000
2 taste_buddy 00319 1.000000
2 taste_buddy 00216 1.000000
2 taste_buddy 00150 1.000000
2 taste_buddy 00453 1.000000
2 taste_buddy 00666 1.000000
2 taste_buddy 00137 1.000000
2 taste_buddy 00232 1.000000
2 taste_buddy 00491 1.000000
2 taste_buddy 00175 1.000000
2 taste_buddy 00955 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00877 1.000000
2 taste_buddy 00340 1.000000
2 taste_buddy 00540 1.000000
2 taste_buddy 00655 1.000000
2 taste_buddy 00525 1.000000
2 taste_buddy 00469 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00147 1.000000
2 taste_buddy 00148 1.000000
2 taste_buddy 00617 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00048 1.000000
2 taste_buddy 00025 1.000000
2 taste_buddy 00042 1.000000
