1 download 171831
1 download 232014
1 download 285731
1 download 31241
1 download 32786
1 download 331362
1 download 331366
1 download 331375
1 download 38836
1 download 9329
1 testset 29404
1 testset 318217
1 testset 39960
2 taste_buddy 00046 2.000000
2 taste_buddy 00215 1.000000
2 taste_buddy 00956 1.000000
2 taste_buddy 00616 1.000000
2 taste_buddy 00889 1.000000
2 taste_buddy 00674 1.000000
2 taste_buddy 00705 1.000000
2 taste_buddy 00737 1.000000
2 taste_buddy 00384 1.000000
2 taste_buddy 00385 1.000000
2 taste_buddy 00347 1.000000
2 taste_buddy 00084 1.000000
2 taste_buddy 00297 1.000000
2 taste_buddy 00930 1.000000
