1 download 104902
1 download 111572
1 download 32350
1 download 36930
1 download 41125
1 download 5510
1 download 55200
1 download 92568
1 download 96772
1 testset 147005
1 testset 30494
1 testset 91612
2 taste_buddy 00951 2.000000
2 taste_buddy 00698 1.000000
2 taste_buddy 00973 1.000000
2 taste_buddy 00900 1.000000
2 taste_buddy 00890 1.000000
2 taste_buddy 00185 1.000000
2 taste_buddy 00575 1.000000
2 taste_buddy 00197 1.000000
2 taste_buddy 00766 1.000000
2 taste_buddy 00467 1.000000
2 taste_buddy 00520 1.000000
2 taste_buddy 00334 1.000000
2 taste_buddy 00395 1.000000
2 taste_buddy 00488 1.000000
2 taste_buddy 00876 1.000000
2 taste_buddy 00405 1.000000
2 taste_buddy 00054 1.000000
2 taste_buddy 00913 1.000000
2 taste_buddy 00188 1.000000
2 taste_buddy 00511 1.000000
2 taste_buddy 00486 1.000000
