1 download 484178
1 download 486031
1 download 486033
1 download 488016
1 download 491537
1 download 491852
1 download 493224
1 download 493497
1 download 496778
1 download 498728
1 download 499732
1 testset 486333
1 testset 498943
1 testset 503163
2 taste_buddy 00707 4.000000
2 taste_buddy 00994 3.000000
2 taste_buddy 00047 3.000000
2 taste_buddy 00758 2.000000
2 taste_buddy 00875 2.000000
2 taste_buddy 00470 2.000000
2 taste_buddy 00687 2.000000
2 taste_buddy 00746 1.000000
2 taste_buddy 00293 1.000000
2 taste_buddy 00630 1.000000
2 taste_buddy 00364 1.000000
2 taste_buddy 00313 1.000000
2 taste_buddy 00947 1.000000
2 taste_buddy 00350 1.000000
2 taste_buddy 00379 1.000000
2 taste_buddy 00291 1.000000
2 taste_buddy 00051 1.000000
