1 download 121353
1 download 177620
1 download 187781
1 download 187782
1 download 187784
1 download 187787
1 download 187788
1 download 230997
1 download 298652
1 download 30758
1 download 34838
1 download 367682
1 download 37763
1 download 386600
1 download 40119
1 download 406086
1 download 430123
1 download 5250
1 download 56718
1 download 59946
1 testset 187774
1 testset 187775
1 testset 23912
1 testset 36065
1 testset 401652
2 taste_buddy 00199 10.000000
2 taste_buddy 00602 2.000000
2 taste_buddy 00853 2.000000
2 taste_buddy 00963 1.000000
2 taste_buddy 00715 1.000000
2 taste_buddy 00865 1.000000
2 taste_buddy 00862 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00069 1.000000
2 taste_buddy 00378 1.000000
2 taste_buddy 00559 1.000000
2 taste_buddy 00098 1.000000
2 taste_buddy 00113 1.000000
2 taste_buddy 00273 1.000000
2 taste_buddy 00830 1.000000
2 taste_buddy 00833 1.000000
2 taste_buddy 00979 1.000000
2 taste_buddy 00737 1.000000
2 taste_buddy 00918 1.000000
2 taste_buddy 00939 1.000000
2 taste_buddy 00938 1.000000
2 taste_buddy 00500 1.000000
2 taste_buddy 00207 1.000000
2 taste_buddy 00756 1.000000
2 taste_buddy 00203 1.000000
2 taste_buddy 00891 1.000000
2 taste_buddy 00711 1.000000
2 taste_buddy 00461 1.000000
2 taste_buddy 00081 1.000000
2 taste_buddy 00674 1.000000
2 taste_buddy 00049 1.000000
2 taste_buddy 00248 1.000000
2 taste_buddy 00486 1.000000
