1 download 163772
1 download 30073
1 download 30157
1 download 30223
1 download 30659
1 download 32308
1 download 32428
1 download 37008
1 download 71750
1 download 77616
1 download 78710
1 download 79926
1 testset 30111
1 testset 49948
1 testset 525498
1 testset 9882
2 taste_buddy 00273 4.000000
2 taste_buddy 00980 3.000000
2 taste_buddy 00602 3.000000
2 taste_buddy 00039 3.000000
2 taste_buddy 00037 3.000000
2 taste_buddy 00247 3.000000
2 taste_buddy 00413 2.000000
2 taste_buddy 00665 2.000000
2 taste_buddy 00151 2.000000
2 taste_buddy 00494 2.000000
2 taste_buddy 00426 2.000000
2 taste_buddy 00146 2.000000
2 taste_buddy 00752 2.000000
2 taste_buddy 00303 2.000000
2 taste_buddy 00387 2.000000
2 taste_buddy 00724 2.000000
2 taste_buddy 00907 2.000000
2 taste_buddy 00901 2.000000
2 taste_buddy 00902 2.000000
2 taste_buddy 00517 2.000000
2 taste_buddy 00430 2.000000
2 taste_buddy 00742 2.000000
2 taste_buddy 00985 2.000000
2 taste_buddy 00207 2.000000
2 taste_buddy 00098 2.000000
2 taste_buddy 00097 2.000000
2 taste_buddy 00969 2.000000
2 taste_buddy 00450 2.000000
2 taste_buddy 00515 2.000000
2 taste_buddy 00216 2.000000
2 taste_buddy 00113 2.000000
2 taste_buddy 00952 2.000000
2 taste_buddy 00344 2.000000
2 taste_buddy 00816 2.000000
2 taste_buddy 00462 2.000000
2 taste_buddy 00200 2.000000
2 taste_buddy 00715 2.000000
2 taste_buddy 00266 2.000000
2 taste_buddy 00105 2.000000
2 taste_buddy 00272 2.000000
2 taste_buddy 00939 2.000000
2 taste_buddy 00934 2.000000
2 taste_buddy 00008 2.000000
2 taste_buddy 00243 2.000000
2 taste_buddy 00661 2.000000
2 taste_buddy 00248 2.000000
2 taste_buddy 00484 2.000000
2 taste_buddy 00486 2.000000
