1 download 461985
1 download 467025
1 download 473369
1 download 475633
1 download 480072
1 download 492761
1 download 503889
1 download 505026
1 testset 411870
1 testset 448193
1 testset 459048
2 taste_buddy 00313 3.000000
2 taste_buddy 00707 3.000000
2 taste_buddy 00820 2.000000
2 taste_buddy 00994 2.000000
2 taste_buddy 00875 2.000000
2 taste_buddy 00947 2.000000
2 taste_buddy 00047 2.000000
2 taste_buddy 00364 1.000000
2 taste_buddy 00318 1.000000
2 taste_buddy 00672 1.000000
2 taste_buddy 00687 1.000000
2 taste_buddy 00087 1.000000
2 taste_buddy 00617 1.000000
2 taste_buddy 00213 1.000000
2 taste_buddy 00470 1.000000
2 taste_buddy 00289 1.000000
2 taste_buddy 00937 1.000000
2 taste_buddy 00051 1.000000
2 taste_buddy 00056 1.000000
2 taste_buddy 00505 1.000000
