1 download 202883
1 download 219528
1 download 230081
1 download 254424
1 download 29387
1 download 336579
1 download 349729
1 download 375028
1 download 376745
1 download 53
1 testset 352383
1 testset 355037
1 testset 375418
2 taste_buddy 00088 3.000000
2 taste_buddy 00150 2.000000
2 taste_buddy 00696 2.000000
2 taste_buddy 00830 2.000000
2 taste_buddy 00468 2.000000
2 taste_buddy 00623 1.000000
2 taste_buddy 00907 1.000000
2 taste_buddy 00868 1.000000
2 taste_buddy 00657 1.000000
2 taste_buddy 00946 1.000000
2 taste_buddy 00860 1.000000
2 taste_buddy 00351 1.000000
2 taste_buddy 00350 1.000000
2 taste_buddy 00353 1.000000
2 taste_buddy 00828 1.000000
2 taste_buddy 00641 1.000000
2 taste_buddy 00804 1.000000
2 taste_buddy 00375 1.000000
2 taste_buddy 00820 1.000000
2 taste_buddy 00432 1.000000
2 taste_buddy 00371 1.000000
2 taste_buddy 00437 1.000000
2 taste_buddy 00607 1.000000
2 taste_buddy 00606 1.000000
2 taste_buddy 00883 1.000000
2 taste_buddy 00096 1.000000
2 taste_buddy 00192 1.000000
2 taste_buddy 00311 1.000000
2 taste_buddy 00981 1.000000
2 taste_buddy 00525 1.000000
2 taste_buddy 00554 1.000000
2 taste_buddy 00112 1.000000
2 taste_buddy 00258 1.000000
2 taste_buddy 00496 1.000000
2 taste_buddy 00853 1.000000
2 taste_buddy 00327 1.000000
2 taste_buddy 00346 1.000000
2 taste_buddy 00323 1.000000
2 taste_buddy 00064 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00548 1.000000
2 taste_buddy 00318 1.000000
2 taste_buddy 00637 1.000000
2 taste_buddy 00632 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00638 1.000000
2 taste_buddy 00639 1.000000
2 taste_buddy 00023 1.000000
2 taste_buddy 00661 1.000000
2 taste_buddy 00477 1.000000
2 taste_buddy 00163 1.000000
2 taste_buddy 00044 1.000000
