1 download 119202
1 download 122208
1 download 133164
1 download 14570
1 download 1702
1 download 18275
1 download 19538
1 download 30188
1 download 30558
1 download 30723
1 download 40756
1 download 44803
1 download 54084
1 download 574046
1 download 58051
1 download 66090
1 download 74828
1 download 7837
1 download 83968
1 download 88113
1 testset 18195
1 testset 37104
1 testset 37115
1 testset 38765
1 testset 60014
1 testset 882
2 taste_buddy 00424 3.000000
2 taste_buddy 00656 2.000000
2 taste_buddy 00610 2.000000
2 taste_buddy 00907 2.000000
2 taste_buddy 00972 2.000000
2 taste_buddy 00207 2.000000
2 taste_buddy 00894 2.000000
2 taste_buddy 00179 2.000000
2 taste_buddy 00847 1.000000
2 taste_buddy 00980 1.000000
2 taste_buddy 00816 1.000000
2 taste_buddy 00413 1.000000
2 taste_buddy 00722 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00923 1.000000
2 taste_buddy 00559 1.000000
2 taste_buddy 00600 1.000000
2 taste_buddy 00151 1.000000
2 taste_buddy 00099 1.000000
2 taste_buddy 00552 1.000000
2 taste_buddy 00550 1.000000
2 taste_buddy 00092 1.000000
2 taste_buddy 00016 1.000000
2 taste_buddy 00498 1.000000
2 taste_buddy 00848 1.000000
2 taste_buddy 00492 1.000000
2 taste_buddy 00256 1.000000
2 taste_buddy 00494 1.000000
2 taste_buddy 00495 1.000000
2 taste_buddy 00853 1.000000
2 taste_buddy 00850 1.000000
2 taste_buddy 00851 1.000000
2 taste_buddy 00690 1.000000
2 taste_buddy 00426 1.000000
2 taste_buddy 00893 1.000000
2 taste_buddy 00992 1.000000
2 taste_buddy 00143 1.000000
2 taste_buddy 00381 1.000000
2 taste_buddy 00221 1.000000
2 taste_buddy 00029 1.000000
2 taste_buddy 00028 1.000000
2 taste_buddy 00226 1.000000
2 taste_buddy 00905 1.000000
2 taste_buddy 00900 1.000000
2 taste_buddy 00864 1.000000
2 taste_buddy 00534 1.000000
2 taste_buddy 00430 1.000000
2 taste_buddy 00431 1.000000
2 taste_buddy 00098 1.000000
2 taste_buddy 00743 1.000000
2 taste_buddy 00987 1.000000
2 taste_buddy 00337 1.000000
2 taste_buddy 00238 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00132 1.000000
2 taste_buddy 00037 1.000000
2 taste_buddy 00978 1.000000
2 taste_buddy 00874 1.000000
2 taste_buddy 00325 1.000000
2 taste_buddy 00321 1.000000
2 taste_buddy 00322 1.000000
2 taste_buddy 00328 1.000000
2 taste_buddy 00206 1.000000
2 taste_buddy 00204 1.000000
2 taste_buddy 00776 1.000000
2 taste_buddy 00775 1.000000
2 taste_buddy 00444 1.000000
2 taste_buddy 00120 1.000000
2 taste_buddy 00040 1.000000
2 taste_buddy 00042 1.000000
2 taste_buddy 00045 1.000000
2 taste_buddy 00046 1.000000
2 taste_buddy 00608 1.000000
2 taste_buddy 00969 1.000000
2 taste_buddy 00803 1.000000
2 taste_buddy 00199 1.000000
2 taste_buddy 00768 1.000000
2 taste_buddy 00769 1.000000
2 taste_buddy 00883 1.000000
2 taste_buddy 00457 1.000000
2 taste_buddy 00450 1.000000
2 taste_buddy 00598 1.000000
2 taste_buddy 00111 1.000000
2 taste_buddy 00115 1.000000
2 taste_buddy 00794 1.000000
2 taste_buddy 00796 1.000000
2 taste_buddy 00956 1.000000
2 taste_buddy 00955 1.000000
2 taste_buddy 00954 1.000000
2 taste_buddy 00952 1.000000
2 taste_buddy 00951 1.000000
2 taste_buddy 00342 1.000000
2 taste_buddy 00770 1.000000
2 taste_buddy 00344 1.000000
2 taste_buddy 00657 1.000000
2 taste_buddy 00658 1.000000
2 taste_buddy 00506 1.000000
2 taste_buddy 00585 1.000000
2 taste_buddy 00891 1.000000
2 taste_buddy 00462 1.000000
2 taste_buddy 00467 1.000000
2 taste_buddy 00716 1.000000
2 taste_buddy 00260 1.000000
2 taste_buddy 00106 1.000000
2 taste_buddy 00269 1.000000
2 taste_buddy 00910 1.000000
2 taste_buddy 00942 1.000000
2 taste_buddy 00944 1.000000
2 taste_buddy 00476 1.000000
2 taste_buddy 00378 1.000000
2 taste_buddy 00371 1.000000
2 taste_buddy 00005 1.000000
2 taste_buddy 00222 1.000000
2 taste_buddy 00622 1.000000
2 taste_buddy 00575 1.000000
2 taste_buddy 00703 1.000000
2 taste_buddy 00273 1.000000
2 taste_buddy 00270 1.000000
2 taste_buddy 00170 1.000000
2 taste_buddy 00172 1.000000
2 taste_buddy 00177 1.000000
2 taste_buddy 00836 1.000000
2 taste_buddy 00939 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00933 1.000000
2 taste_buddy 00184 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00630 1.000000
2 taste_buddy 00566 1.000000
2 taste_buddy 00561 1.000000
2 taste_buddy 00243 1.000000
2 taste_buddy 00653 1.000000
2 taste_buddy 00247 1.000000
2 taste_buddy 00003 1.000000
2 taste_buddy 00163 1.000000
2 taste_buddy 00483 1.000000
2 taste_buddy 00008 1.000000
2 taste_buddy 00164 1.000000
2 taste_buddy 00486 1.000000
