1 download 116237
1 download 154936
1 download 229663
1 download 250825
1 download 29253
1 download 306602
1 download 31529
1 download 32568
1 download 342112
1 download 342854
1 download 349137
1 download 351161
1 download 380814
1 download 38448
1 download 388125
1 download 43419
1 download 441058
1 download 489754
1 download 489759
1 download 52103
1 download 525498
1 download 536610
1 download 538386
1 download 538576
1 download 75580
1 testset 30709
1 testset 30710
1 testset 30718
1 testset 393331
1 testset 436208
1 testset 441469
1 testset 489746
2 taste_buddy 00331 4.000000
2 taste_buddy 00097 3.000000
2 taste_buddy 00117 3.000000
2 taste_buddy 00559 2.000000
2 taste_buddy 00098 2.000000
2 taste_buddy 00810 2.000000
2 taste_buddy 00715 2.000000
2 taste_buddy 00907 1.000000
2 taste_buddy 00901 1.000000
2 taste_buddy 00969 1.000000
2 taste_buddy 00720 1.000000
2 taste_buddy 00028 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00534 1.000000
2 taste_buddy 00929 1.000000
2 taste_buddy 00680 1.000000
2 taste_buddy 00597 1.000000
2 taste_buddy 00293 1.000000
2 taste_buddy 00989 1.000000
2 taste_buddy 00333 1.000000
2 taste_buddy 00980 1.000000
2 taste_buddy 00111 1.000000
2 taste_buddy 00110 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00115 1.000000
2 taste_buddy 00272 1.000000
2 taste_buddy 00037 1.000000
2 taste_buddy 00494 1.000000
2 taste_buddy 00696 1.000000
2 taste_buddy 00979 1.000000
2 taste_buddy 00956 1.000000
2 taste_buddy 00872 1.000000
2 taste_buddy 00875 1.000000
2 taste_buddy 00221 1.000000
2 taste_buddy 00652 1.000000
2 taste_buddy 00289 1.000000
2 taste_buddy 00345 1.000000
2 taste_buddy 00500 1.000000
2 taste_buddy 00934 1.000000
2 taste_buddy 00992 1.000000
2 taste_buddy 00582 1.000000
2 taste_buddy 00756 1.000000
2 taste_buddy 00203 1.000000
2 taste_buddy 00994 1.000000
2 taste_buddy 00589 1.000000
2 taste_buddy 00670 1.000000
2 taste_buddy 00086 1.000000
2 taste_buddy 00758 1.000000
2 taste_buddy 00193 1.000000
2 taste_buddy 00026 1.000000
2 taste_buddy 00444 1.000000
2 taste_buddy 00481 1.000000
2 taste_buddy 00042 1.000000
2 taste_buddy 00485 1.000000
2 taste_buddy 00226 1.000000
