1 download 140825
1 download 186553
1 download 25362
1 download 267824
1 download 271249
1 download 30347
1 download 315399
1 download 35737
1 download 36322
1 download 42662
1 download 45968
1 download 47419
1 download 48923
1 download 51970
1 download 63019
1 download 64161
1 download 81861
1 download 83752
1 download 98912
1 testset 159214
1 testset 29937
1 testset 33892
1 testset 37307
1 testset 72818
2 taste_buddy 00924 3.000000
2 taste_buddy 00520 2.000000
2 taste_buddy 00738 2.000000
2 taste_buddy 00674 2.000000
2 taste_buddy 00101 2.000000
2 taste_buddy 00556 1.000000
2 taste_buddy 00439 1.000000
2 taste_buddy 00688 1.000000
2 taste_buddy 00539 1.000000
2 taste_buddy 00729 1.000000
2 taste_buddy 00684 1.000000
2 taste_buddy 00211 1.000000
2 taste_buddy 00214 1.000000
2 taste_buddy 00604 1.000000
2 taste_buddy 00577 1.000000
2 taste_buddy 00316 1.000000
2 taste_buddy 00888 1.000000
2 taste_buddy 00704 1.000000
2 taste_buddy 00017 1.000000
2 taste_buddy 00232 1.000000
2 taste_buddy 00297 1.000000
2 taste_buddy 00795 1.000000
2 taste_buddy 00926 1.000000
2 taste_buddy 00958 1.000000
2 taste_buddy 00859 1.000000
2 taste_buddy 00938 1.000000
2 taste_buddy 00719 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00714 1.000000
2 taste_buddy 00268 1.000000
2 taste_buddy 00241 1.000000
2 taste_buddy 00352 1.000000
2 taste_buddy 00245 1.000000
2 taste_buddy 00221 1.000000
