1 download 14085
1 download 30069
1 download 30077
1 download 30722
1 download 30723
1 download 32178
1 download 32442
1 download 32496
1 download 34444
1 download 34927
1 download 35398
1 download 35459
1 download 35586
1 download 36263
1 download 38173
1 download 41978
1 download 49934
1 download 55437
1 download 63445
1 download 93489
1 testset 30199
1 testset 30204
1 testset 31738
1 testset 32637
1 testset 37366
2 taste_buddy 00531 5.000000
2 taste_buddy 00344 4.000000
2 taste_buddy 00151 3.000000
2 taste_buddy 00098 3.000000
2 taste_buddy 00661 3.000000
2 taste_buddy 00039 3.000000
2 taste_buddy 00894 3.000000
2 taste_buddy 00939 3.000000
2 taste_buddy 00602 2.000000
2 taste_buddy 00092 2.000000
2 taste_buddy 00494 2.000000
2 taste_buddy 00853 2.000000
2 taste_buddy 00610 2.000000
2 taste_buddy 00907 2.000000
2 taste_buddy 00864 2.000000
2 taste_buddy 00534 2.000000
2 taste_buddy 00430 2.000000
2 taste_buddy 00431 2.000000
2 taste_buddy 00037 2.000000
2 taste_buddy 00381 2.000000
2 taste_buddy 00207 2.000000
2 taste_buddy 00770 2.000000
2 taste_buddy 00200 2.000000
2 taste_buddy 00969 2.000000
2 taste_buddy 00597 2.000000
2 taste_buddy 00450 2.000000
2 taste_buddy 00955 2.000000
2 taste_buddy 00216 2.000000
2 taste_buddy 00657 2.000000
2 taste_buddy 00462 2.000000
2 taste_buddy 00465 2.000000
2 taste_buddy 00943 2.000000
2 taste_buddy 00476 2.000000
2 taste_buddy 00273 2.000000
2 taste_buddy 00177 2.000000
2 taste_buddy 00457 2.000000
2 taste_buddy 00402 2.000000
2 taste_buddy 00363 2.000000
2 taste_buddy 00566 2.000000
2 taste_buddy 00243 2.000000
2 taste_buddy 00168 2.000000
2 taste_buddy 00248 2.000000
