1 download 159928
1 download 174
1 download 192
1 download 30071
1 download 30776
1 download 31507
1 download 31983
1 download 33328
1 download 34450
1 download 34765
1 download 356551
1 download 575448
1 download 744
1 testset 30707
1 testset 31449
1 testset 32476
1 testset 56539
2 taste_buddy 00462 4.000000
2 taste_buddy 00939 4.000000
2 taste_buddy 00151 3.000000
2 taste_buddy 00531 3.000000
2 taste_buddy 00934 3.000000
2 taste_buddy 00248 3.000000
2 taste_buddy 00842 2.000000
2 taste_buddy 00559 2.000000
2 taste_buddy 00600 2.000000
2 taste_buddy 00980 2.000000
2 taste_buddy 00749 2.000000
2 taste_buddy 00039 2.000000
2 taste_buddy 00230 2.000000
2 taste_buddy 00450 2.000000
2 taste_buddy 00447 2.000000
2 taste_buddy 00809 2.000000
2 taste_buddy 00195 2.000000
2 taste_buddy 00598 2.000000
2 taste_buddy 00773 2.000000
2 taste_buddy 00952 2.000000
2 taste_buddy 00583 2.000000
2 taste_buddy 00465 2.000000
2 taste_buddy 00260 2.000000
2 taste_buddy 00104 2.000000
2 taste_buddy 00943 2.000000
2 taste_buddy 00370 2.000000
2 taste_buddy 00273 2.000000
2 taste_buddy 00402 2.000000
2 taste_buddy 00243 2.000000
