1 download 107
1 download 12564
1 download 152937
1 download 167218
1 download 204611
1 download 22457
1 download 29763
1 download 31647
1 download 32170
1 download 37259
1 download 383446
1 download 384158
1 download 42693
1 download 46354
1 download 51207
1 download 72078
1 download 86116
1 testset 33388
1 testset 35603
1 testset 38126
1 testset 52348
1 testset 75924
2 taste_buddy 00919 3.000000
2 taste_buddy 00453 2.000000
2 taste_buddy 00883 2.000000
2 taste_buddy 00456 2.000000
2 taste_buddy 00256 2.000000
2 taste_buddy 00956 2.000000
2 taste_buddy 00930 2.000000
2 taste_buddy 00247 2.000000
2 taste_buddy 00164 2.000000
2 taste_buddy 00712 1.000000
2 taste_buddy 00787 1.000000
2 taste_buddy 00903 1.000000
2 taste_buddy 00665 1.000000
2 taste_buddy 00945 1.000000
2 taste_buddy 00531 1.000000
2 taste_buddy 00265 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00090 1.000000
2 taste_buddy 00379 1.000000
2 taste_buddy 00822 1.000000
2 taste_buddy 00431 1.000000
2 taste_buddy 00435 1.000000
2 taste_buddy 00836 1.000000
2 taste_buddy 00884 1.000000
2 taste_buddy 00190 1.000000
2 taste_buddy 00197 1.000000
2 taste_buddy 00888 1.000000
2 taste_buddy 00335 1.000000
2 taste_buddy 00329 1.000000
2 taste_buddy 00835 1.000000
2 taste_buddy 00850 1.000000
2 taste_buddy 00071 1.000000
2 taste_buddy 00839 1.000000
2 taste_buddy 00699 1.000000
2 taste_buddy 00543 1.000000
2 taste_buddy 00719 1.000000
2 taste_buddy 00469 1.000000
2 taste_buddy 00098 1.000000
2 taste_buddy 00891 1.000000
2 taste_buddy 00149 1.000000
2 taste_buddy 00616 1.000000
2 taste_buddy 00200 1.000000
2 taste_buddy 00080 1.000000
2 taste_buddy 00638 1.000000
2 taste_buddy 00716 1.000000
2 taste_buddy 00023 1.000000
2 taste_buddy 00387 1.000000
2 taste_buddy 00128 1.000000
2 taste_buddy 00003 1.000000
2 taste_buddy 00244 1.000000
2 taste_buddy 00713 1.000000
