1 download 17291
1 download 21192
1 download 253336
1 download 264545
1 download 265217
1 download 29281
1 download 34001
1 download 36452
1 download 37410
1 download 37833
1 download 43219
1 download 49181
1 download 69408
1 download 77263
1 download 78792
1 download 80493
1 download 92247
1 testset 29686
1 testset 52475
1 testset 58862
1 testset 75389
1 testset 80497
2 taste_buddy 00951 2.000000
2 taste_buddy 00913 2.000000
2 taste_buddy 00842 1.000000
2 taste_buddy 00965 1.000000
2 taste_buddy 00920 1.000000
2 taste_buddy 00592 1.000000
2 taste_buddy 00622 1.000000
2 taste_buddy 00218 1.000000
2 taste_buddy 00703 1.000000
2 taste_buddy 00317 1.000000
2 taste_buddy 00555 1.000000
2 taste_buddy 00397 1.000000
2 taste_buddy 00172 1.000000
2 taste_buddy 00870 1.000000
2 taste_buddy 00544 1.000000
2 taste_buddy 00938 1.000000
2 taste_buddy 00656 1.000000
2 taste_buddy 00408 1.000000
2 taste_buddy 00718 1.000000
2 taste_buddy 00991 1.000000
2 taste_buddy 00995 1.000000
2 taste_buddy 00201 1.000000
2 taste_buddy 00717 1.000000
2 taste_buddy 00243 1.000000
2 taste_buddy 00006 1.000000
2 taste_buddy 00105 1.000000
2 taste_buddy 00106 1.000000
2 taste_buddy 00225 1.000000
