1 download 188849
1 download 204611
1 download 215797
1 download 239747
1 download 251238
1 download 252116
1 download 254424
1 download 262763
1 download 278574
1 download 30062
1 download 30079
1 download 30634
1 download 332722
1 download 334951
1 download 37174
1 download 41379
1 testset 218603
1 testset 267742
1 testset 32156
1 testset 32445
2 taste_buddy 00903 2.000000
2 taste_buddy 00946 2.000000
2 taste_buddy 00883 2.000000
2 taste_buddy 00357 2.000000
2 taste_buddy 00373 2.000000
2 taste_buddy 00748 2.000000
2 taste_buddy 00696 2.000000
2 taste_buddy 00184 2.000000
2 taste_buddy 00384 2.000000
2 taste_buddy 00407 1.000000
2 taste_buddy 00351 1.000000
2 taste_buddy 00350 1.000000
2 taste_buddy 00353 1.000000
2 taste_buddy 00313 1.000000
2 taste_buddy 00820 1.000000
2 taste_buddy 00802 1.000000
2 taste_buddy 00603 1.000000
2 taste_buddy 00624 1.000000
2 taste_buddy 00887 1.000000
2 taste_buddy 00709 1.000000
2 taste_buddy 00607 1.000000
2 taste_buddy 00769 1.000000
2 taste_buddy 00605 1.000000
2 taste_buddy 00150 1.000000
2 taste_buddy 00700 1.000000
2 taste_buddy 00007 1.000000
2 taste_buddy 00312 1.000000
2 taste_buddy 00016 1.000000
2 taste_buddy 00112 1.000000
2 taste_buddy 00266 1.000000
2 taste_buddy 00185 1.000000
2 taste_buddy 00118 1.000000
2 taste_buddy 00054 1.000000
2 taste_buddy 00100 1.000000
2 taste_buddy 00690 1.000000
2 taste_buddy 00797 1.000000
2 taste_buddy 00976 1.000000
2 taste_buddy 00957 1.000000
2 taste_buddy 00368 1.000000
2 taste_buddy 00509 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00071 1.000000
2 taste_buddy 00280 1.000000
2 taste_buddy 00657 1.000000
2 taste_buddy 00768 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00548 1.000000
2 taste_buddy 00549 1.000000
2 taste_buddy 00790 1.000000
2 taste_buddy 00606 1.000000
2 taste_buddy 00469 1.000000
2 taste_buddy 00468 1.000000
2 taste_buddy 00721 1.000000
2 taste_buddy 00088 1.000000
2 taste_buddy 00587 1.000000
2 taste_buddy 00614 1.000000
2 taste_buddy 00892 1.000000
2 taste_buddy 00217 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00674 1.000000
2 taste_buddy 00319 1.000000
2 taste_buddy 00639 1.000000
2 taste_buddy 00477 1.000000
2 taste_buddy 00382 1.000000
2 taste_buddy 00260 1.000000
2 taste_buddy 00024 1.000000
2 taste_buddy 00163 1.000000
2 taste_buddy 00166 1.000000
2 taste_buddy 00224 1.000000
2 taste_buddy 00487 1.000000
