1 download 107658
1 download 141363
1 download 146497
1 download 148622
1 download 164234
1 download 164283
1 download 169153
1 download 187194
1 download 29364
1 download 29621
1 download 30901
1 download 31053
1 download 31528
1 download 32160
1 download 32175
1 download 33102
1 download 35646
1 download 38795
1 download 40756
1 download 43872
1 download 62131
1 download 99155
1 testset 189283
1 testset 30070
1 testset 30071
1 testset 30334
1 testset 34927
1 testset 65899
2 taste_buddy 00080 3.000000
2 taste_buddy 00819 3.000000
2 taste_buddy 00590 2.000000
2 taste_buddy 00212 2.000000
2 taste_buddy 00881 2.000000
2 taste_buddy 00203 2.000000
2 taste_buddy 00167 2.000000
2 taste_buddy 00531 1.000000
2 taste_buddy 00608 1.000000
2 taste_buddy 00900 1.000000
2 taste_buddy 00901 1.000000
2 taste_buddy 00835 1.000000
2 taste_buddy 00592 1.000000
2 taste_buddy 00318 1.000000
2 taste_buddy 00351 1.000000
2 taste_buddy 00350 1.000000
2 taste_buddy 00411 1.000000
2 taste_buddy 00069 1.000000
2 taste_buddy 00778 1.000000
2 taste_buddy 00683 1.000000
2 taste_buddy 00820 1.000000
2 taste_buddy 00511 1.000000
2 taste_buddy 00386 1.000000
2 taste_buddy 00559 1.000000
2 taste_buddy 00768 1.000000
2 taste_buddy 00989 1.000000
2 taste_buddy 00076 1.000000
2 taste_buddy 00099 1.000000
2 taste_buddy 00764 1.000000
2 taste_buddy 00457 1.000000
2 taste_buddy 00987 1.000000
2 taste_buddy 00667 1.000000
2 taste_buddy 00554 1.000000
2 taste_buddy 00136 1.000000
2 taste_buddy 00272 1.000000
2 taste_buddy 00371 1.000000
2 taste_buddy 00200 1.000000
2 taste_buddy 00150 1.000000
2 taste_buddy 00257 1.000000
2 taste_buddy 00253 1.000000
2 taste_buddy 00852 1.000000
2 taste_buddy 00853 1.000000
2 taste_buddy 00972 1.000000
2 taste_buddy 00115 1.000000
2 taste_buddy 00692 1.000000
2 taste_buddy 00858 1.000000
2 taste_buddy 00816 1.000000
2 taste_buddy 00950 1.000000
2 taste_buddy 00184 1.000000
2 taste_buddy 00382 1.000000
2 taste_buddy 00583 1.000000
2 taste_buddy 00938 1.000000
2 taste_buddy 00008 1.000000
2 taste_buddy 00360 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00548 1.000000
2 taste_buddy 00776 1.000000
2 taste_buddy 00141 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00468 1.000000
2 taste_buddy 00088 1.000000
2 taste_buddy 00208 1.000000
2 taste_buddy 00891 1.000000
2 taste_buddy 00149 1.000000
2 taste_buddy 00604 1.000000
2 taste_buddy 00714 1.000000
2 taste_buddy 00300 1.000000
2 taste_buddy 00716 1.000000
2 taste_buddy 00243 1.000000
2 taste_buddy 00327 1.000000
2 taste_buddy 00907 1.000000
2 taste_buddy 00270 1.000000
2 taste_buddy 00106 1.000000
2 taste_buddy 00248 1.000000
2 taste_buddy 00632 1.000000
