1 download 117184
1 download 135682
1 download 138343
1 download 15261
1 download 168584
1 download 170341
1 download 182449
1 download 188234
1 download 259068
1 download 292371
1 download 29904
1 download 30117
1 download 30301
1 download 305188
1 download 30817
1 download 308267
1 download 320616
1 download 334734
1 download 34008
1 download 341454
1 download 347683
1 download 56471
1 download 59291
1 download 60359
1 download 63299
1 download 64422
1 download 68708
1 download 78681
1 download 99969
1 testset 101610
1 testset 255599
1 testset 30334
1 testset 305555
1 testset 30956
1 testset 313721
1 testset 44924
1 testset 61949
2 taste_buddy 00486 2.000000
2 taste_buddy 00479 2.000000
2 taste_buddy 00199 2.000000
2 taste_buddy 00389 2.000000
2 taste_buddy 00879 2.000000
2 taste_buddy 00501 2.000000
2 taste_buddy 00280 2.000000
2 taste_buddy 00201 2.000000
2 taste_buddy 00248 2.000000
2 taste_buddy 00907 1.000000
2 taste_buddy 00900 1.000000
2 taste_buddy 00740 1.000000
2 taste_buddy 00941 1.000000
2 taste_buddy 00865 1.000000
2 taste_buddy 00943 1.000000
2 taste_buddy 00384 1.000000
2 taste_buddy 00912 1.000000
2 taste_buddy 00377 1.000000
2 taste_buddy 00924 1.000000
2 taste_buddy 00613 1.000000
2 taste_buddy 00294 1.000000
2 taste_buddy 00920 1.000000
2 taste_buddy 00597 1.000000
2 taste_buddy 00602 1.000000
2 taste_buddy 00600 1.000000
2 taste_buddy 00883 1.000000
2 taste_buddy 00590 1.000000
2 taste_buddy 00553 1.000000
2 taste_buddy 00079 1.000000
2 taste_buddy 00980 1.000000
2 taste_buddy 00888 1.000000
2 taste_buddy 00195 1.000000
2 taste_buddy 00179 1.000000
2 taste_buddy 00012 1.000000
2 taste_buddy 00496 1.000000
2 taste_buddy 00668 1.000000
2 taste_buddy 00273 1.000000
2 taste_buddy 00694 1.000000
2 taste_buddy 00853 1.000000
2 taste_buddy 00442 1.000000
2 taste_buddy 00632 1.000000
2 taste_buddy 00062 1.000000
2 taste_buddy 00875 1.000000
2 taste_buddy 00699 1.000000
2 taste_buddy 00184 1.000000
2 taste_buddy 00340 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00939 1.000000
2 taste_buddy 00347 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00468 1.000000
2 taste_buddy 00817 1.000000
2 taste_buddy 00151 1.000000
2 taste_buddy 00444 1.000000
2 taste_buddy 00715 1.000000
2 taste_buddy 00082 1.000000
2 taste_buddy 00127 1.000000
2 taste_buddy 00267 1.000000
2 taste_buddy 00266 1.000000
2 taste_buddy 00245 1.000000
2 taste_buddy 00042 1.000000
2 taste_buddy 00197 1.000000
2 taste_buddy 00484 1.000000
