1 download 129
1 download 134482
1 download 31116
1 download 32611
1 download 32617
1 download 34128
1 download 36435
1 download 37462
1 download 37477
1 download 37634
1 download 43274
1 download 76577
1 testset 30779
1 testset 31231
1 testset 31706
1 testset 56801
2 taste_buddy 00525 2.000000
2 taste_buddy 00869 1.000000
2 taste_buddy 00864 1.000000
2 taste_buddy 00860 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00745 1.000000
2 taste_buddy 00075 1.000000
2 taste_buddy 00150 1.000000
2 taste_buddy 00455 1.000000
2 taste_buddy 00136 1.000000
2 taste_buddy 00038 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00032 1.000000
2 taste_buddy 00970 1.000000
2 taste_buddy 00345 1.000000
2 taste_buddy 00509 1.000000
2 taste_buddy 00344 1.000000
2 taste_buddy 00367 1.000000
2 taste_buddy 00992 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00633 1.000000
2 taste_buddy 00309 1.000000
2 taste_buddy 00614 1.000000
2 taste_buddy 00715 1.000000
2 taste_buddy 00386 1.000000
2 taste_buddy 00275 1.000000
2 taste_buddy 00046 1.000000
