1 download 151491
1 download 151493
1 download 2809
1 download 30082
1 download 34290
1 download 37634
1 download 54536
1 download 57433
1 testset 37018
1 testset 40730
2 taste_buddy 00189 2.000000
2 taste_buddy 00098 2.000000
2 taste_buddy 00891 2.000000
2 taste_buddy 00902 1.000000
2 taste_buddy 00943 1.000000
2 taste_buddy 00973 1.000000
2 taste_buddy 00416 1.000000
2 taste_buddy 00640 1.000000
2 taste_buddy 00823 1.000000
2 taste_buddy 00291 1.000000
2 taste_buddy 00821 1.000000
2 taste_buddy 00669 1.000000
2 taste_buddy 00747 1.000000
2 taste_buddy 00595 1.000000
2 taste_buddy 00338 1.000000
2 taste_buddy 00151 1.000000
2 taste_buddy 00457 1.000000
2 taste_buddy 00450 1.000000
2 taste_buddy 00113 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00207 1.000000
2 taste_buddy 00850 1.000000
2 taste_buddy 00872 1.000000
2 taste_buddy 00400 1.000000
2 taste_buddy 00344 1.000000
2 taste_buddy 00773 1.000000
2 taste_buddy 00757 1.000000
2 taste_buddy 00063 1.000000
2 taste_buddy 00716 1.000000
2 taste_buddy 00049 1.000000
2 taste_buddy 00003 1.000000
2 taste_buddy 00248 1.000000
