1 download 100523
1 download 29286
1 download 29869
1 download 30204
1 download 30782
1 download 31507
1 download 31572
1 download 35131
1 download 82258
1 testset 31740
1 testset 32637
1 testset 38238
2 taste_buddy 00715 3.000000
2 taste_buddy 00939 3.000000
2 taste_buddy 00248 3.000000
2 taste_buddy 00486 3.000000
2 taste_buddy 00413 2.000000
2 taste_buddy 00099 2.000000
2 taste_buddy 00426 2.000000
2 taste_buddy 00610 2.000000
2 taste_buddy 00303 2.000000
2 taste_buddy 00907 2.000000
2 taste_buddy 00207 2.000000
2 taste_buddy 00203 2.000000
2 taste_buddy 00444 2.000000
2 taste_buddy 00447 2.000000
2 taste_buddy 00120 2.000000
2 taste_buddy 00517 2.000000
2 taste_buddy 00648 2.000000
2 taste_buddy 00590 2.000000
2 taste_buddy 00190 2.000000
2 taste_buddy 00450 2.000000
2 taste_buddy 00462 2.000000
2 taste_buddy 00104 2.000000
2 taste_buddy 00943 2.000000
2 taste_buddy 00273 2.000000
2 taste_buddy 00934 2.000000
