1 download 174158
1 download 35012
1 download 38403
1 download 44980
1 download 55565
1 download 57890
1 download 68715
1 download 71237
1 testset 30521
1 testset 32506
2 taste_buddy 00834 1.000000
2 taste_buddy 00184 1.000000
2 taste_buddy 00806 1.000000
2 taste_buddy 00319 1.000000
2 taste_buddy 00608 1.000000
2 taste_buddy 00158 1.000000
2 taste_buddy 00386 1.000000
2 taste_buddy 00064 1.000000
2 taste_buddy 00404 1.000000
2 taste_buddy 00542 1.000000
2 taste_buddy 00244 1.000000
2 taste_buddy 00795 1.000000
2 taste_buddy 00285 1.000000
2 taste_buddy 00082 1.000000
