1 download 174741
1 download 29389
1 download 30214
1 download 32611
1 download 32619
1 download 33991
1 download 3665
1 download 39251
1 download 45517
1 download 48490
1 testset 28298
1 testset 38520
1 testset 99146
2 taste_buddy 00016 3.000000
2 taste_buddy 00088 3.000000
2 taste_buddy 00945 2.000000
2 taste_buddy 00350 2.000000
2 taste_buddy 00150 2.000000
2 taste_buddy 00131 2.000000
2 taste_buddy 00364 2.000000
2 taste_buddy 00303 2.000000
2 taste_buddy 00784 1.000000
2 taste_buddy 00691 1.000000
2 taste_buddy 00511 1.000000
2 taste_buddy 00437 1.000000
2 taste_buddy 00625 1.000000
2 taste_buddy 00113 1.000000
2 taste_buddy 00887 1.000000
2 taste_buddy 00338 1.000000
2 taste_buddy 00768 1.000000
2 taste_buddy 00606 1.000000
2 taste_buddy 00623 1.000000
2 taste_buddy 00765 1.000000
2 taste_buddy 00455 1.000000
2 taste_buddy 00557 1.000000
2 taste_buddy 00573 1.000000
2 taste_buddy 00017 1.000000
2 taste_buddy 00136 1.000000
2 taste_buddy 00256 1.000000
2 taste_buddy 00172 1.000000
2 taste_buddy 00179 1.000000
2 taste_buddy 00970 1.000000
2 taste_buddy 00696 1.000000
2 taste_buddy 00975 1.000000
2 taste_buddy 00215 1.000000
2 taste_buddy 00855 1.000000
2 taste_buddy 00342 1.000000
2 taste_buddy 00918 1.000000
2 taste_buddy 00527 1.000000
2 taste_buddy 00525 1.000000
2 taste_buddy 00409 1.000000
2 taste_buddy 00528 1.000000
2 taste_buddy 00282 1.000000
2 taste_buddy 00202 1.000000
2 taste_buddy 00067 1.000000
2 taste_buddy 00141 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00770 1.000000
2 taste_buddy 00616 1.000000
2 taste_buddy 00638 1.000000
2 taste_buddy 00068 1.000000
2 taste_buddy 00387 1.000000
2 taste_buddy 00125 1.000000
2 taste_buddy 00382 1.000000
2 taste_buddy 00244 1.000000
2 taste_buddy 00999 1.000000
