1 download 107426
1 download 154754
1 download 156313
1 download 198734
1 download 205847
1 download 29253
1 download 32421
1 download 33823
1 download 37297
1 download 41828
1 download 44803
1 download 47440
1 download 47956
1 download 61243
1 download 64161
1 download 69935
1 download 70348
1 download 79167
1 download 79407
1 download 80053
1 download 81635
1 testset 30710
1 testset 34427
1 testset 40559
1 testset 57589
1 testset 61548
1 testset 80493
2 taste_buddy 00948 1.000000
2 taste_buddy 00900 1.000000
2 taste_buddy 00901 1.000000
2 taste_buddy 00715 1.000000
2 taste_buddy 00788 1.000000
2 taste_buddy 00494 1.000000
2 taste_buddy 00720 1.000000
2 taste_buddy 00439 1.000000
2 taste_buddy 00352 1.000000
2 taste_buddy 00724 1.000000
2 taste_buddy 00534 1.000000
2 taste_buddy 00801 1.000000
2 taste_buddy 00685 1.000000
2 taste_buddy 00559 1.000000
2 taste_buddy 00222 1.000000
2 taste_buddy 00037 1.000000
2 taste_buddy 00591 1.000000
2 taste_buddy 00333 1.000000
2 taste_buddy 00457 1.000000
2 taste_buddy 00980 1.000000
2 taste_buddy 00111 1.000000
2 taste_buddy 00397 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00257 1.000000
2 taste_buddy 00054 1.000000
2 taste_buddy 00026 1.000000
2 taste_buddy 00696 1.000000
2 taste_buddy 00976 1.000000
2 taste_buddy 00698 1.000000
2 taste_buddy 00872 1.000000
2 taste_buddy 00954 1.000000
2 taste_buddy 00874 1.000000
2 taste_buddy 00654 1.000000
2 taste_buddy 00656 1.000000
2 taste_buddy 00345 1.000000
2 taste_buddy 00348 1.000000
2 taste_buddy 00503 1.000000
2 taste_buddy 00028 1.000000
2 taste_buddy 00098 1.000000
2 taste_buddy 00467 1.000000
2 taste_buddy 00193 1.000000
2 taste_buddy 00246 1.000000
2 taste_buddy 00381 1.000000
2 taste_buddy 00042 1.000000
2 taste_buddy 00101 1.000000
2 taste_buddy 00226 1.000000
