1 download 10443
1 download 10490
1 download 1056
1 download 25635
1 download 29372
1 download 29406
1 download 29760
1 download 30723
1 download 30776
1 download 31570
1 download 32930
1 download 38210
1 download 38211
1 download 40403
1 download 50342
1 download 55057
1 download 6201
1 download 62092
1 download 65578
1 download 70856
1 download 79049
1 testset 29543
1 testset 30319
1 testset 32268
1 testset 32478
1 testset 32506
1 testset 69879
2 taste_buddy 00450 3.000000
2 taste_buddy 00939 3.000000
2 taste_buddy 00413 2.000000
2 taste_buddy 00600 2.000000
2 taste_buddy 00151 2.000000
2 taste_buddy 00028 2.000000
2 taste_buddy 00907 2.000000
2 taste_buddy 00430 2.000000
2 taste_buddy 00098 2.000000
2 taste_buddy 00039 2.000000
2 taste_buddy 00321 2.000000
2 taste_buddy 00444 2.000000
2 taste_buddy 00969 2.000000
2 taste_buddy 00597 2.000000
2 taste_buddy 00599 2.000000
2 taste_buddy 00344 2.000000
2 taste_buddy 00462 2.000000
2 taste_buddy 00467 2.000000
2 taste_buddy 00476 2.000000
2 taste_buddy 00378 2.000000
2 taste_buddy 00243 2.000000
2 taste_buddy 00222 2.000000
2 taste_buddy 00273 2.000000
2 taste_buddy 00176 2.000000
2 taste_buddy 00363 2.000000
2 taste_buddy 00481 2.000000
2 taste_buddy 00248 2.000000
