1 download 29316
1 download 29319
1 download 29379
1 download 29697
1 download 29829
1 download 30622
1 download 32106
1 download 34268
1 download 34324
1 download 34918
1 download 61249
1 testset 29470
1 testset 31178
1 testset 34325
2 taste_buddy 00688 3.000000
2 taste_buddy 00150 3.000000
2 taste_buddy 00137 3.000000
2 taste_buddy 00894 3.000000
2 taste_buddy 00966 2.000000
2 taste_buddy 00632 2.000000
2 taste_buddy 00466 2.000000
2 taste_buddy 00724 2.000000
2 taste_buddy 00764 2.000000
2 taste_buddy 00583 2.000000
2 taste_buddy 00540 2.000000
2 taste_buddy 00525 2.000000
2 taste_buddy 00188 2.000000
2 taste_buddy 00463 2.000000
2 taste_buddy 00303 2.000000
2 taste_buddy 00382 2.000000
