1 download 168336
1 download 29335
1 download 29697
1 download 32852
1 download 34577
1 download 34827
1 download 37956
1 download 38765
1 download 45508
1 download 47105
1 download 56266
1 download 76811
1 download 78080
1 download 78090
1 download 78093
1 download 98086
1 testset 29834
1 testset 34782
1 testset 37115
1 testset 74183
1 testset 78106
2 taste_buddy 00075 2.000000
2 taste_buddy 00248 2.000000
2 taste_buddy 00949 1.000000
2 taste_buddy 00966 1.000000
2 taste_buddy 00654 1.000000
2 taste_buddy 00413 1.000000
2 taste_buddy 00829 1.000000
2 taste_buddy 00828 1.000000
2 taste_buddy 00535 1.000000
2 taste_buddy 00376 1.000000
2 taste_buddy 00826 1.000000
2 taste_buddy 00475 1.000000
2 taste_buddy 00339 1.000000
2 taste_buddy 00214 1.000000
2 taste_buddy 00151 1.000000
2 taste_buddy 00022 1.000000
2 taste_buddy 00765 1.000000
2 taste_buddy 00557 1.000000
2 taste_buddy 00556 1.000000
2 taste_buddy 00006 1.000000
2 taste_buddy 00039 1.000000
2 taste_buddy 00270 1.000000
2 taste_buddy 00256 1.000000
2 taste_buddy 00172 1.000000
2 taste_buddy 00057 1.000000
2 taste_buddy 00018 1.000000
2 taste_buddy 00859 1.000000
2 taste_buddy 00651 1.000000
2 taste_buddy 00547 1.000000
2 taste_buddy 00540 1.000000
2 taste_buddy 00732 1.000000
2 taste_buddy 00429 1.000000
2 taste_buddy 00657 1.000000
2 taste_buddy 00817 1.000000
2 taste_buddy 00285 1.000000
2 taste_buddy 00363 1.000000
2 taste_buddy 00993 1.000000
2 taste_buddy 00894 1.000000
2 taste_buddy 00635 1.000000
2 taste_buddy 00632 1.000000
2 taste_buddy 00893 1.000000
2 taste_buddy 00201 1.000000
2 taste_buddy 00530 1.000000
2 taste_buddy 00463 1.000000
2 taste_buddy 00149 1.000000
2 taste_buddy 00616 1.000000
2 taste_buddy 00060 1.000000
2 taste_buddy 00303 1.000000
2 taste_buddy 00613 1.000000
2 taste_buddy 00048 1.000000
2 taste_buddy 00169 1.000000
2 taste_buddy 00494 1.000000
2 taste_buddy 00703 1.000000
2 taste_buddy 00346 1.000000
2 taste_buddy 00655 1.000000
